0,1,Label,Entry Name,Annotation,Species
0.9996146,0.00038536478,-1,XBS28394.1,Unavailable,Clostridium autoethanogenum
0.9994842,0.00051582645,-1,XBS28396.1,Unavailable,Clostridium autoethanogenum
0.9998368,0.0001631623,-1,XBS30420.1,Unavailable,Clostridium autoethanogenum
0.99886984,0.0011301122,-1,XBS28410.1,Unavailable,Clostridium autoethanogenum
0.99944156,0.000558456,-1,XBS28393.1,Unavailable,Clostridium autoethanogenum
0.9992067,0.000793269,-1,XBS28395.1,Unavailable,Clostridium autoethanogenum
0.99750215,0.0024978803,-1,XBS28398.1,Unavailable,Clostridium autoethanogenum
0.9997836,0.00021639153,-1,XBS28392.1,Unavailable,Clostridium autoethanogenum
0.99942636,0.00057365495,-1,XBS28401.1,Unavailable,Clostridium autoethanogenum
0.9815491,0.018450871,-1,XBS28408.1,Unavailable,Clostridium autoethanogenum
0.9998678,0.00013224107,-1,XBS28407.1,Unavailable,Clostridium autoethanogenum
0.9992761,0.00072387455,-1,XBS28406.1,Unavailable,Clostridium autoethanogenum
0.9999063,9.363681e-05,-1,XBS28409.1,Unavailable,Clostridium autoethanogenum
0.9998115,0.00018853608,-1,XBS28397.1,Unavailable,Clostridium autoethanogenum
0.9996817,0.0003182892,-1,XBS28400.1,Unavailable,Clostridium autoethanogenum
0.9996966,0.00030336826,-1,XBS28399.1,Unavailable,Clostridium autoethanogenum
0.9994665,0.000533525,-1,XBS28404.1,Unavailable,Clostridium autoethanogenum
0.9995047,0.0004952989,-1,XBS28411.1,Unavailable,Clostridium autoethanogenum
0.9997899,0.00021006326,-1,XBS28391.1,Unavailable,Clostridium autoethanogenum
0.99927443,0.00072554796,-1,XBS28405.1,Unavailable,Clostridium autoethanogenum
0.99990165,9.8290235e-05,-1,XBS28403.1,Unavailable,Clostridium autoethanogenum
0.99974424,0.00025575393,-1,XBS28390.1,Unavailable,Clostridium autoethanogenum
0.99725586,0.002744102,-1,XBS28389.1,Unavailable,Clostridium autoethanogenum
0.99900997,0.0009899493,-1,XBS28402.1,Unavailable,Clostridium autoethanogenum
